agenda_item_id,parcel_ids,legal_descriptions,street_addresses,cross_streets,confidence,resolved_lat,resolved_lng,resolved_via,extracted_at
pmn_1082967_item0,[],[],[],[],low,,,,2026-06-01T15:00:59.088413+00:00
pmn_1084211_item1,[],[],[],[],low,,,,2026-06-01T15:01:00.033277+00:00
pmn_1068039,[],[],[],[],low,,,,2026-06-01T15:01:00.799508+00:00
pmn_1074875,[],[],"[""2163 West Erda Way, Erda, Utah""]",[],low,40.6008601,-112.3554442,address,2026-06-01T15:01:03.200188+00:00
pmn_1074883_item0,[],"[""Copper Cove Phase 1""]",[],[],low,,,,2026-06-01T15:01:05.610656+00:00
pmn_1075207_item0,[],"[""Erda City""]",[],[],low,,,,2026-06-01T15:01:08.129723+00:00
pmn_1083489,[],[],"[""2163 West Erda Way, Erda, Utah""]",[],low,40.6008601,-112.3554442,address,2026-06-01T15:01:10.504410+00:00
pmn_1081585,[],[],"[""2163 W Erda Way, Erda UT, 84074""]",[],low,40.6008601,-112.3554442,address,2026-06-01T15:01:12.928875+00:00
web_8989099638218286815,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:15.397953+00:00
web_8309060705426346817,[],[],"[""429 East Main Street, Grantsville, UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:17.795757+00:00
web_254100934842207585,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:21.610269+00:00
web_6327303943033369441,[],[],"[""512 Sheep Ln, Tooele, UT 84074""]",[],medium,40.5800481,-112.3790569,address,2026-06-01T15:01:23.886565+00:00
web_4099470093838229760,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:25.871700+00:00
web_8893867784119074461,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:28.231649+00:00
web_7189546898345246917,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],medium,40.6000544,-112.4462816,address,2026-06-01T15:01:30.119911+00:00
web_5189160122601209722,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:32.304016+00:00
web_4810200641743476316,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:34.935061+00:00
web_5159906090578955243,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:36.758480+00:00
web_8878504550421341084_item0,[],[],[],[],low,,,,2026-06-01T15:01:37.568736+00:00
pmn_1064203_item6,[],[],[],[],low,,,,2026-06-01T15:01:38.349970+00:00
web_3660870067411155438,[],[],"[""429 East Main Street, Grantsville, UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:40.515913+00:00
web_4234457065725310466,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:42.313984+00:00
web_1068182628266287238,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:44.911082+00:00
web_7583996639448905951,[],[],"[""429 East Main Street""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:47.016242+00:00
web_3510126231556186358,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:49.070903+00:00
web_1486120910181399845,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:51.013578+00:00
web_93811338803025984,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:53.017586+00:00
web_1979198180863143108,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:55.021077+00:00
web_7919051817675415671,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:01:57.447995+00:00
web_5079330928387171721,[],[],[],[],low,,,,2026-06-01T15:01:58.085116+00:00
web_3950386310769966559,[],[],[],[],low,,,,2026-06-01T15:01:58.992003+00:00
web_8336372550885497429,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:03.678358+00:00
web_4872386958922147938,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:05.881900+00:00
web_813360534832952365,[],[],[],[],low,,,,2026-06-01T15:02:06.604009+00:00
web_4790217902840698297,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:08.604827+00:00
web_1247366240759355646,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:11.026665+00:00
pmn_1075747_item0,[],[],[],[],low,,,,2026-06-01T15:02:11.731628+00:00
web_2345620147959649849,[],[],[],[],low,,,,2026-06-01T15:02:12.423676+00:00
pmn_1079311_item1,[],[],[],[],low,,,,2026-06-01T15:02:13.308504+00:00
pmn_1079311_item3,[],[],[],[],low,,,,2026-06-01T15:02:14.290837+00:00
web_4405157442208849848,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:16.167829+00:00
web_5728347891778420935,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:18.127745+00:00
web_457645689875325560,[],[],[],[],low,,,,2026-06-01T15:02:19.136011+00:00
web_5942035166411457395,[],[],[],[],low,,,,2026-06-01T15:02:19.903716+00:00
web_4713292942751449636,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:21.688216+00:00
pmn_1081392_item3,[],"[""Wellstone subdivision""]",[],[],low,,,,2026-06-01T15:02:24.337037+00:00
web_4595068493847888271,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:26.321313+00:00
web_1183775545798185981,[],[],[],[],low,,,,2026-06-01T15:02:27.080351+00:00
web_1042771858087648789,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:29.219679+00:00
pmn_1083293,[],[],"[""429 E. Main Street, Grantsville, Utah, 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-01T15:02:31.392577+00:00
pmn_1083289_item0,[],[],[],[],low,,,,2026-06-01T15:02:32.568918+00:00
web_7950174438535524658,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],medium,40.6000544,-112.4462816,address,2026-06-01T15:02:34.502731+00:00
pmn_1060869_item0,[],"[""Mountain Point Retail development""]",[],[],low,,,,2026-06-01T15:02:37.296946+00:00
pmn_1064159_item0,[],"[""POD 7 within the South Hills Amended & Restated Master Planned Development Agreement""]",[],[],medium,,,,2026-06-01T15:02:39.685092+00:00
pmn_1064165_item0,[],"[""POD 17 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],medium,,,,2026-06-01T15:02:42.024834+00:00
pmn_1064161_item0,[],"[""POD 16 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],medium,,,,2026-06-01T15:02:44.507311+00:00
pmn_1065867_item0,[],"[""POD 7 in South Hills Amended & Restated Master Planned Development""]",[],[],medium,,,,2026-06-01T15:02:47.629224+00:00
pmn_1068943_item0,[],[],[],[],low,,,,2026-06-01T15:02:48.278096+00:00
pmn_1068943_item1,[],[],[],[],low,,,,2026-06-01T15:02:48.966012+00:00
pmn_1073489,[],[],[],[],low,,,,2026-06-01T15:02:49.835012+00:00
pmn_1080795_item0,[],"[""Lot 1 of Ivie's Place Subdivision""]",[],[],medium,,,,2026-06-01T15:02:52.413479+00:00
pmn_1080795_item1,[],"[""The Cove at Herriman Springs""]",[],[],low,,,,2026-06-01T15:02:55.086059+00:00
pmn_1078335_item0,[],[],[],[],low,,,,2026-06-01T15:02:56.840897+00:00
pmn_1076379_item0,[],[],"[""535 South Mill Pond Drive""]",[],medium,,,,2026-06-01T15:02:59.420197+00:00
pmn_1076755_item0,[],"[""Heritage Meadows""]",[],[],low,,,,2026-06-01T15:03:01.677398+00:00
pmn_1082307,[],[],[],[],low,,,,2026-06-01T15:03:02.656952+00:00
pmn_1082295,[],[],"[""131 N 100 E, Lehi, Utah""]",[],low,40.4213651,-111.8480146,address,2026-06-01T15:03:05.111932+00:00
pmn_1083851_item1,[],[],[],[],low,,,,2026-06-01T15:03:06.170498+00:00
pmn_1083851_item2,[],[],[],[],low,,,,2026-06-01T15:03:06.867114+00:00
pmn_1080695_item1,[],[],[],[],low,,,,2026-06-01T15:03:07.701287+00:00
pmn_1082329,[],[],"[""131 N. 100 E., Lehi, Utah""]",[],low,40.4213651,-111.8480146,address,2026-06-01T15:03:10.923769+00:00
pmn_1082333,[],[],"[""153 N 100 E, Lehi, UT 84043""]",[],medium,40.4213651,-111.8480146,address,2026-06-01T15:03:13.081514+00:00
pmn_1066116_item1,[],[],[],[],low,,,,2026-06-01T15:03:13.782279+00:00
pmn_1070005_item0,[],[],[],[],low,,,,2026-06-01T15:03:14.642008+00:00
pmn_1072019_item0,[],[],[],[],low,,,,2026-06-01T15:03:15.553956+00:00
pmn_1074423,[],[],"[""61 S. Main St., St. George, UT 84770""]",[],low,,,,2026-06-01T15:03:18.627421+00:00
pmn_1073749_item0,[],[],[],[],low,,,,2026-06-01T15:03:19.435217+00:00
pmn_1077243_item0,[],[],[],[],low,,,,2026-06-01T15:03:20.051569+00:00
pmn_1078547,[],[],"[""319 So. Saratoga Road, Saratoga Springs, Utah, 84045""]",[],low,,,,2026-06-01T15:03:22.731683+00:00
pmn_1082421,[],[],[],[],low,,,,2026-06-01T15:03:23.602061+00:00
pmn_1084489,[],[],"[""319 South Saratoga Road, Saratoga Springs, UT 84045""]",[],low,40.3567918,-111.9008823,address,2026-06-01T15:03:26.192111+00:00
pmn_1082945,[],[],"[""1307 N. Commerce Drive Suite 200, Saratoga Springs, Utah""]",[],low,,,,2026-06-01T15:03:28.993918+00:00
pmn_1082909,[],[],"[""1307 N. Commerce Drive Suite 200, Saratoga Springs, Utah""]",[],low,,,,2026-06-01T15:03:30.979182+00:00
pmn_1082645,[],[],"[""319 South Saratoga Road, Saratoga Springs, Utah""]",[],low,40.353067,-111.9026002,address,2026-06-01T15:03:33.436097+00:00
pmn_1067391,[],[],[],[],low,,,,2026-06-01T15:03:34.402951+00:00
pmn_1077539,[],[],"[""9800 Monroe St #806, Sandy, UT 84070""]",[],low,,,,2026-06-01T15:03:37.196858+00:00
pmn_1077051,[],[],[],[],low,,,,2026-06-01T15:03:38.017562+00:00
pmn_1081423,[],[],"[""1600 W. Towne Center Drive, South Jordan, Utah""]",[],medium,40.5582032,-111.9364438,address,2026-06-01T15:03:40.798964+00:00
pmn_1082603,[],[],"[""10630 South 1055 West, South Jordan, UT 84095""]",[],medium,40.5573506,-111.9206062,address,2026-06-01T15:03:43.583235+00:00
pmn_1080751_item1,[],[],[],[],low,,,,2026-06-01T15:03:44.424633+00:00
pmn_1083033,[],[],[],[],low,,,,2026-06-01T15:03:45.124823+00:00
pmn_1083841,[],[],"[""11000 S. Redwood Road, South Jordan, UT 84095""]",[],medium,40.551158,-111.93877,address,2026-06-01T15:03:47.838339+00:00
pmn_1084255,[],[],[],[],low,,,,2026-06-01T15:03:48.772336+00:00
pmn_1084955,[],[],"[""1600 W. Towne Center Drive, South Jordan, Utah""]",[],low,40.5582032,-111.9364438,address,2026-06-01T15:03:50.840871+00:00
pmn_1082981,[],[],"[""1600 West Towne Center Drive, South Jordan""]",[],low,40.5584954,-111.9367887,address,2026-06-01T15:03:53.558915+00:00
pmn_1082979,[],[],[],[],low,,,,2026-06-01T15:03:54.480090+00:00
pmn_1084671,[],[],[],[],low,,,,2026-06-01T15:03:55.308962+00:00
pmn_1080923,[],[],"[""80 South Main Street, Spanish Fork, Utah 84660""]",[],low,40.1088635,-111.6553552,address,2026-06-01T15:03:57.613674+00:00
pmn_1083409,[],[],"[""80 S Main Street, Spanish Fork, Utah""]",[],low,40.1088635,-111.6553552,address,2026-06-01T15:04:00.424893+00:00
pmn_1083411,[],[],[],[],low,,,,2026-06-01T15:04:01.190493+00:00
pmn_1084333,[],[],"[""80 South Main Street, Spanish Fork, Utah 84660""]",[],low,40.1088635,-111.6553552,address,2026-06-01T15:04:03.222862+00:00
pmn_1072133_item0,[],[],[],[],low,,,,2026-06-01T15:04:04.122776+00:00
pmn_1074319_item0,[],[],[],[],low,,,,2026-06-01T15:04:04.920177+00:00
pmn_1074319_item1,[],[],[],[],low,,,,2026-06-01T15:04:05.693126+00:00
pmn_1077305_item0,[],[],[],[],low,,,,2026-06-01T15:04:06.591224+00:00
pmn_1077323_item0,[],[],[],[],low,,,,2026-06-01T15:04:07.419170+00:00
pmn_1079517_item1,[],[],[],[],low,,,,2026-06-01T15:04:08.119786+00:00
pmn_1081210,[],[],[],[],low,,,,2026-06-01T15:04:09.059196+00:00
pmn_1081208,[],[],[],[],low,,,,2026-06-01T15:04:09.803756+00:00
pmn_1084581_item0,[],[],[],[],low,,,,2026-06-01T15:04:10.668072+00:00
pmn_1084579_item0,[],[],[],[],low,,,,2026-06-01T15:04:11.616473+00:00
pmn_1084579_item1,[],[],[],[],low,,,,2026-06-01T15:04:12.603489+00:00
pmn_1084857_item0,[],[],[],"[""Industrial Loop and James Way"", ""James Way and Lodestone Way""]",medium,,,,2026-06-01T15:04:16.359493+00:00
pmn_1044705,[],[],[],[],low,,,,2026-06-01T15:04:17.241475+00:00
pmn_1052447,[],[],[],[],low,,,,2026-06-01T15:04:18.117818+00:00
pmn_1055711,[],[],[],[],low,,,,2026-06-01T15:04:19.060816+00:00
pmn_1059381,[],[],[],[],low,,,,2026-06-01T15:04:19.989650+00:00
pmn_1065873_item2,[],[],[],[],low,,,,2026-06-01T15:04:20.659367+00:00
pmn_1069031,[],[],[],[],low,,,,2026-06-01T15:04:22.167663+00:00
pmn_1072331_item3,[],[],[],[],low,,,,2026-06-01T15:04:22.997687+00:00
pmn_1072411,[],[],[],[],low,,,,2026-06-01T15:04:23.815029+00:00
pmn_1075401,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-06-01T15:04:26.580660+00:00
pmn_1072523,[],[],[],[],low,,,,2026-06-01T15:04:27.480746+00:00
pmn_1077209_item0,[],[],[],[],low,,,,2026-06-01T15:04:28.410965+00:00
pmn_1077143_item0,[],[],[],[],low,,,,2026-06-01T15:04:29.291464+00:00
pmn_1077143_item1,[],"[""Phase 2 of the Utah City Wellness Center and Resort Pool""]",[],[],low,,,,2026-06-01T15:04:31.917940+00:00
pmn_1078885,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-06-01T15:04:33.800912+00:00
pmn_1077157,[],[],"[""125 South Main Street, Vineyard, Utah""]",[],low,,,,2026-06-01T15:04:36.395946+00:00
pmn_1083079_item0,[],"[""Holdaway Fields""]",[],[],low,,,,2026-06-01T15:04:39.033250+00:00
pmn_1057025_item0,[],[],[],[],low,,,,2026-06-08T13:11:13.571878+00:00
pmn_1060999_item0,[],[],[],[],low,,,,2026-06-08T13:11:14.440010+00:00
pmn_1061929,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-06-08T13:11:17.789848+00:00
pmn_1069503,[],[],[],[],low,,,,2026-06-08T13:11:18.639106+00:00
pmn_1072501_item0,[],[],[],[],low,,,,2026-06-08T13:11:19.514946+00:00
pmn_1080971,[],[],[],[],low,,,,2026-06-08T13:11:20.436140+00:00
pmn_1078299,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-06-08T13:11:22.738435+00:00
pmn_1082813_item2,[],[],[],[],low,,,,2026-06-08T13:11:23.638382+00:00
pmn_1085035,[],[],"[""31 North Church Street""]",[],low,40.3775031,-111.7975657,address,2026-06-08T13:11:25.860049+00:00
pmn_1085039_item0,[],[],"[""1032 East 1060 North""]",[],medium,40.398201,-111.7705674,address,2026-06-08T13:11:28.537713+00:00
pmn_1039851_item0,[],[],[],[],low,,,,2026-06-08T13:11:29.422163+00:00
pmn_1039807_item0,[],[],[],[],low,,,,2026-06-08T13:11:30.387927+00:00
pmn_1059621_item0,[],[],[],[],low,,,,2026-06-08T13:11:31.414532+00:00
pmn_1065863_item0,[],"[""Bringhurst Station Commercial Sub-Districts""]",[],[],low,,,,2026-06-08T13:11:34.009219+00:00
pmn_1077009_item0,[],[],[],[],low,,,,2026-06-08T13:11:34.952118+00:00
pmn_1078659_item0,[],[],[],[],low,,,,2026-06-08T13:11:35.597630+00:00
pmn_1082753,[],[],"[""1020 E. Pioneer Road, Draper, UT""]",[],low,40.5251449,-111.8757746,address,2026-06-08T13:11:38.156386+00:00
pmn_1082763,[],[],[],[],low,,,,2026-06-08T13:11:40.359776+00:00
pmn_1084763_item0,[],"[""Lot 44, Steeplechase Phase 2 Subdivision"", ""Parcel D, Steeplechase Phase 2 Subdivision"", ""Steeplechase Phase 2 Subdivision""]",[],[],medium,,,,2026-06-08T13:11:45.909726+00:00
pmn_1070281_item0,[],"[""Brandon Park development""]",[],[],low,,,,2026-06-08T13:11:48.027828+00:00
pmn_1073331_item2,[],[],[],[],low,,,,2026-06-08T13:11:48.749217+00:00
pmn_1075273_item0,[],[],[],[],low,,,,2026-06-08T13:11:49.526086+00:00
pmn_1077095_item0,[],[],[],[],low,,,,2026-06-08T13:11:50.132562+00:00
pmn_1076475_item2,[],[],[],[],low,,,,2026-06-08T13:11:51.266171+00:00
pmn_1078693_item3,[],[],[],[],low,,,,2026-06-08T13:11:52.157898+00:00
pmn_1080169_item0,[],[],[],[],low,,,,2026-06-08T13:11:53.029834+00:00
pmn_1082269_item0,[],[],[],[],low,,,,2026-06-08T13:11:53.950710+00:00
pmn_1084211_item1,[],[],[],[],low,,,,2026-06-08T13:11:54.691891+00:00
pmn_1086559,[],[],"[""1650 E Stagecoach Run, Eagle Mountain, Utah 84005""]",[],low,40.3093503,-112.0120054,address,2026-06-08T13:11:57.300241+00:00
pmn_1068039,[],[],[],[],low,,,,2026-06-08T13:11:58.113376+00:00
pmn_1074883_item0,[],"[""Copper Cove Phase 1""]",[],[],low,,,,2026-06-08T13:12:00.651833+00:00
pmn_1075207_item0,[],[],[],[],low,,,,2026-06-08T13:12:01.534906+00:00
pmn_1075207_item1,[],"[""Erda City""]",[],[],low,,,,2026-06-08T13:12:03.831805+00:00
pmn_1086245,[],[],"[""2163 W. Erda Way, Erda UT""]",[],low,40.6008601,-112.3554442,address,2026-06-08T13:12:06.416231+00:00
pmn_1086409,[],[],"[""2163 W Erda Way, Erda, UT""]",[],low,40.6008601,-112.3554442,address,2026-06-08T13:12:08.750772+00:00
web_5962618158543453999,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:10.837845+00:00
web_4977547830970271461,[],[],"[""429 East Main Street, Grantsville, UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:13.863889+00:00
web_7564863975827514876,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:16.128806+00:00
web_3030740214114379619,[],[],"[""512 Sheep Ln, Tooele, UT 84074""]",[],medium,40.5800481,-112.3790569,address,2026-06-08T13:12:18.730319+00:00
web_7841001442978379939_item0,[],[],[],[],low,,,,2026-06-08T13:12:19.516089+00:00
web_5133053705896342214,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:21.872663+00:00
web_8603195431560079558,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:23.944758+00:00
web_3747900008733990527,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:26.119842+00:00
web_1782348595364327724,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:28.341022+00:00
web_602435035107877273,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:30.149662+00:00
web_3709095729410769344,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:32.087094+00:00
web_7522868610265658088_item0,[],[],[],[],low,,,,2026-06-08T13:12:33.031539+00:00
web_278071770953372899,[],[],"[""429 East Main Street, Grantsville, UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:34.942923+00:00
web_7731454171739202652,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:36.831606+00:00
web_2526378634452606096,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:39.102065+00:00
web_965528759488469908,[],[],"[""429 EAST MAIN STREET""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:41.390696+00:00
web_6906072899021598672,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:43.763925+00:00
web_2408509746203380567,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:46.591363+00:00
web_3850971875871711444,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:48.789360+00:00
web_2694775560984956246,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:50.999073+00:00
web_5169089643548143047,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:53.178807+00:00
web_8299010561881157130,[],[],[],[],low,,,,2026-06-08T13:12:53.861607+00:00
web_35145270501389108,[],[],[],[],low,,,,2026-06-08T13:12:54.739794+00:00
web_6870739732416140127,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:56.919200+00:00
web_2281708813452387067,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:12:58.990261+00:00
web_571131815811695389,[],[],[],[],low,,,,2026-06-08T13:13:00.549527+00:00
web_7476320514867122428,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:02.624074+00:00
pmn_1077925,[],"[""Wellstone Subdivision"", ""Moody Acres Subdivision""]","[""415 South Worthington Street"", ""429 East Main Street, Grantsville UT 84029""]",[],medium,40.6000544,-112.4462816,address,2026-06-08T13:13:06.592619+00:00
web_2503700098134291287,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:08.660759+00:00
pmn_1075747_item0,[],[],[],[],low,,,,2026-06-08T13:13:09.342563+00:00
web_5349533585872708348,[],[],[],[],low,,,,2026-06-08T13:13:10.267576+00:00
pmn_1079311_item1,[],[],[],[],low,,,,2026-06-08T13:13:11.078645+00:00
pmn_1079311_item3,[],[],[],[],low,,,,2026-06-08T13:13:12.190260+00:00
web_2219580599731429441,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:14.318408+00:00
web_7702800812854468785,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:16.190570+00:00
web_1867175052382086056,[],[],[],[],low,,,,2026-06-08T13:13:17.064424+00:00
web_8420596904660051787,[],[],[],[],low,,,,2026-06-08T13:13:17.864470+00:00
web_932822233490631908,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:20.155928+00:00
web_5575282150716956109,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:22.675260+00:00
web_3347758333533539194,[],[],[],[],low,,,,2026-06-08T13:13:23.545592+00:00
web_9114781837724747832,[],[],"[""429 East Main Street, Grantsville UT 84029""]",[],low,40.6000544,-112.4462816,address,2026-06-08T13:13:25.630416+00:00
web_6580426139504084413,[],[],"[""429 EAST MAIN STREET, GRANTSVILLE, UTAH""]",[],medium,40.6000544,-112.4462816,address,2026-06-08T13:13:28.809215+00:00
web_90902513010730158,[],[],"[""429 East Main Street, Grantsville, Utah""]",[],medium,40.6000544,-112.4462816,address,2026-06-08T13:13:30.902385+00:00
pmn_1064159_item0,[],"[""POD 7 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],medium,,,,2026-06-08T13:13:33.409423+00:00
pmn_1064165_item0,[],"[""POD 17 within the South Hills Amended & Restated Master Planned Development Agreement""]",[],[],medium,,,,2026-06-08T13:13:35.856492+00:00
pmn_1064161_item0,[],"[""South Hills Amended & Restated Master Planned Development Agreement"", ""POD 16""]",[],[],low,,,,2026-06-08T13:13:39.558773+00:00
pmn_1068943_item1,[],[],[],[],low,,,,2026-06-08T13:13:40.733676+00:00
pmn_1071977_item0,[],[],[],[],low,,,,2026-06-08T13:13:41.728991+00:00
pmn_1073489,[],[],[],[],low,,,,2026-06-08T13:13:42.665155+00:00
pmn_1080795_item0,[],"[""Lot 1 of Ivie's Place Subdivision""]",[],[],medium,,,,2026-06-08T13:13:45.149448+00:00
pmn_1080795_item1,[],"[""The Cove at Herriman Springs""]",[],[],low,,,,2026-06-08T13:13:47.920592+00:00
pmn_1086499,[],[],"[""5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH""]",[],low,40.5164932,-112.0168329,address,2026-06-08T13:13:50.084789+00:00
pmn_1078335_item0,[],[],[],[],low,,,,2026-06-08T13:13:51.019319+00:00
pmn_1076379_item0,[],[],"[""535 South Mill Pond Drive, Lehi""]",[],medium,,,,2026-06-08T13:13:56.254202+00:00
pmn_1083851_item1,[],[],[],[],low,,,,2026-06-08T13:13:57.108146+00:00
pmn_1083851_item2,[],[],[],[],low,,,,2026-06-08T13:13:57.972793+00:00
pmn_1085509,[],[],"[""131 N. 100 E., Lehi, Utah""]",[],low,40.3881114,-111.8486019,address,2026-06-08T13:14:00.287438+00:00
pmn_1085283,[],[],"[""131 N 100 E, Lehi, Utah""]",[],low,40.4213651,-111.8480146,address,2026-06-08T13:14:02.744081+00:00
pmn_1066116_item1,[],[],[],[],low,,,,2026-06-08T13:14:03.675798+00:00
pmn_1067635_item4,[],[],[],[],low,,,,2026-06-08T13:14:04.463319+00:00
pmn_1070005_item0,[],[],[],[],low,,,,2026-06-08T13:14:05.182828+00:00
pmn_1072019_item0,[],[],[],[],low,,,,2026-06-08T13:14:06.163101+00:00
pmn_1073749_item0,[],[],[],[],low,,,,2026-06-08T13:14:07.363762+00:00
pmn_1077383,[],[],"[""319 South Saratoga Road, Saratoga Springs, UT 84045""]",[],low,40.353067,-111.9026002,address,2026-06-08T13:14:09.961663+00:00
pmn_1077243_item0,[],[],[],[],low,,,,2026-06-08T13:14:10.666316+00:00
pmn_1078547,[],[],"[""319 So. Saratoga Road, Saratoga Springs, Utah, 84045""]",[],low,,,,2026-06-08T13:14:13.292879+00:00
pmn_1082421,[],[],[],[],low,,,,2026-06-08T13:14:14.204819+00:00
