id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
pmn_1090483,Herriman,City Council,2026-06-24,Cancellation Notice,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1090483.html,"City Council Agenda 

Wednesday, June 24, 2026


NOTICE IS HEREBY GIVEN that the 
Herriman City Council Meeting scheduled for Wednesday, June 24, 2026, has been CANCELLED 


Please plan to join us for the next City Council meeting 
scheduled for Wednesday, July 8, 2026",pmn,2026-06-29T12:38:02.013976Z,,,,
pmn_1091783_item0,Herriman,Planning Commission,2026-07-01,Conditional Use Permit Amendment for one additional commercial building in Copper View Plaza at 12298 S Herriman Main Street,nan,0.9,COMMERCIAL_PROJECT,"Review and approval of a Conditional Use Permit Amendment to add one additional commercial building to Copper View Plaza, a commercial development governed by the Mountainview Master Development Agreement in the C-2 Commercial Zone.","12298 S Herriman Main Street, Herriman, Utah",0.237,,Aaron Osmond,C-2,,PROPOSED,45,Conditional use permit amendment only; existing master development agreement framework. City File No: C2026-074,https://www.utah.gov/pmn/sitemap/notice/1091783.html,,pmn,2026-06-29T12:38:02.013652Z,40.5245951,-112.0112112,nominatim,0.75
pmn_1091783_item1,Herriman,Planning Commission,2026-07-01,Preliminary Subdivision Plat Amendment extension for Autumn Sky Townhomes Phase 2B at 12116 S - 12156 S Autumn Day Lane,nan,0.9,NEW_SUBDIVISION,"Request to extend Planning Commission approval of a Preliminary Subdivision Plat Amendment for Autumn Sky Townhomes Phase 2B, a residential development in the R-2-10 Zone.","12116 S - 12156 S Autumn Day Lane, Herriman, Utah",0.808,,Jim Allred,R-2-10,,PROPOSED,35,Extension of prior approval; townhome phase 2B. File No: S2026-089,https://www.utah.gov/pmn/sitemap/notice/1091783.html,,pmn,2026-06-29T12:38:02.013652Z,,,,
pmn_1091783_item2,Herriman,Planning Commission,2026-07-01,Conditional Use Permit Amendment for The Cove at Herriman Springs planned unit development,nan,0.9,LARGE_PROJECT,"Review and consideration of a Conditional Use Permit Amendment request for The Cove at Herriman Springs, a planned unit development (PUD). Agenda item appears incomplete in source document.",,,,,,,PROPOSED,50,Agenda item 4.3 is incomplete/truncated in provided document; limited details available,https://www.utah.gov/pmn/sitemap/notice/1091783.html,,pmn,2026-06-29T12:38:02.013652Z,,,,
pmn_1074945_item0,Lehi,Planning Commission,2026-04-23,Golden West Advertising pylon sign conditional use for Smith's at 3808 West Hardman Way,signage,0.9,,Request for conditional use approval for a pylon sign at Smith's grocery location. Item was tabled from March 12th meeting.,"3808 West Hardman Way, Lehi",,,Golden West Advertising,,,TABLED,5,"Sign-only permit, no development component",https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,40.4103954,-111.9045151,nominatim,0.75
pmn_1074945_item1,Lehi,Planning Commission,2026-04-23,Holden Rockwell conditional use for Skull Valley Plat B Flag Lot at 208 East 200 South,nan,0.9,DEVELOPER_ACTIVITY,Request for conditional use approval for a flag lot subdivision in Skull Valley Plat B,"208 East 200 South, Lehi",,,Holden Rockwell,,,PROPOSED,25,Flag lot configuration indicates non-standard access; conditional use required,https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,40.3854251,-111.8455975,nominatim,0.75
pmn_1074945_item2,Lehi,Planning Commission,2026-04-23,Perry Homes Bull River Road preliminary subdivision with 3 single family lots at 425 West Bull River Road,nan,0.9,NEW_SUBDIVISION,Request for approval of preliminary subdivision creating 3 single family residential lots in R-1-10 zone,"425 West Bull River Road, Lehi",,3,Perry Homes,R-1-10,,PROPOSED,30,Small subdivision with minimal density impact; R-1-10 zoning supports single-family development,https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,40.4316772,-111.8532635,nominatim,0.75
pmn_1074945_item3,Lehi,Planning Commission,2026-04-23,Perry Commercial Traverse Mountain Area Plan amendment concept review relocating units from West Canyon to Timpanogos Highway area,nan,0.9,GENERAL_PLAN_AMENDMENT,Request for review of concept to amend Traverse Mountain Area Plan by moving residential units out of West Canyon area and reallocating to locations near Timpanogos Highway,"Traverse Mountain area, Lehi",,,Perry Commercial,,,PROPOSED,70,Area plan amendment indicates significant master-planned development activity; unit reallocation suggests optimization of development pattern,https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,40.4320545,-111.8283542,haiku_pdf_address,0.55
pmn_1074945_item4,Lehi,Planning Commission,2026-04-23,Mike Greene zone change from A-1 to R-1-22 on 1.57 acres at 2001 West 1500 North,nan,0.9,REZONE,"Request for zoning change from agricultural (A-1) to residential (R-1-22) on 1.57 acres, supporting residential development at higher density","2001 West 1500 North, Lehi",1.57,,Mike Greene,A-1,R-1-22,PROPOSED,60,Agricultural to residential conversion; R-1-22 allows approximately 0.45 du/ac; small parcel indicates potential infill or small subdivision,https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,40.4058511,-111.8843098,nominatim,0.75
pmn_1074945_item5,Lehi,Planning Commission,2026-04-23,Jeffrey White conditional use for detached ADU conversion from accessory building at 1420 North 4200 West,nan,0.9,DEVELOPER_ACTIVITY,Request for conditional use approval to convert existing accessory building into detached accessory dwelling unit (ADU),"1420 North 4200 West, Lehi",,1,Jeffrey White,,,PROPOSED,15,ADU conversion of existing structure; minimal growth impact but indicates densification of single-family lot,https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,40.4216106,-111.9163749,nominatim,0.75
pmn_1074945_item6,Lehi,Planning Commission,2026-04-23,Symphony Development preliminary subdivision review for Heritage Meadows 14-lot residential development,nan,0.9,NEW_SUBDIVISION,"Preliminary subdivision review request for Heritage Meadows residential development, now configured as 14-lot subdivision","Heritage Meadows, Lehi",,14,Symphony Development,,,PROPOSED,45,Update to existing development plan; 14-lot configuration suggests moderate residential density project,https://www.utah.gov/pmn/sitemap/notice/1074945.html,,pmn,2026-06-29T12:38:02.015658Z,,,,
pmn_1071783_item0,Lehi,Planning Commission,2026-04-26,"Golden West Advertising conditional use approval for pylon sign at Smith's, 3808 West Hardman Way",signage,0.9,,Conditional use approval request for a pylon sign for Smith's grocery store. Item tabled from March 12th meeting.,3808 West Hardman Way,,,Golden West Advertising,,,TABLED,5,Sign-only permit; previously tabled,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,,,,
pmn_1071783_item1,Lehi,Planning Commission,2026-04-26,Dan Beavers LifeTime Fitness Site Plan exception for EIFS/Stucco requirement at 240 East Traverse Terrace Drive,nan,0.9,COMMERCIAL_PROJECT,Site plan exception request to exceed the 40% maximum EIFS/Stucco requirement for LifeTime Fitness. Item tabled from March 26th meeting.,240 East Traverse Terrace Drive,,,Dan Beavers,,,TABLED,35,Previously tabled; fitness facility development,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,,,,
pmn_1071783_item2,Lehi,Planning Commission,2026-04-26,Mike Greene zone change from A-1 to R-1-22 on 1.57 acres at 2001 West 1500 North,nan,0.9,REZONE,Zone change request on 1.57 acres from Agricultural (A-1) to Residential R-1-22. Planning Commission to provide recommendation.,2001 West 1500 North,1.57,,Mike Greene,A-1,R-1-22,PROPOSED,55,Agricultural to residential conversion; small parcel,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,40.5581749,-112.3120736,nominatim,0.75
pmn_1071783_item3,Lehi,Planning Commission,2026-04-26,Jeffrey White conditional use approval for detached ADU conversion at 1420 North 4200 West,nan,0.9,DEVELOPER_ACTIVITY,Conditional use request for conversion of an existing accessory building into a detached accessory dwelling unit (ADU).,1420 North 4200 West,,1,Jeffrey White,,,PROPOSED,20,ADU conversion; accessory use approval needed,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,,,,
pmn_1071783_item4,Lehi,Planning Commission,2026-04-26,"Perry Commercial amendment to Traverse Mountain Area Plan, relocating units from West Canyon to Timpanogos Highway area",nan,0.9,GENERAL_PLAN_AMENDMENT,Concept amendment request to the Traverse Mountain Area Plan to move residential units out of West Canyon area and relocate them to locations near Timpanogos Highway. Planning Commission to provide recommendation.,Traverse Mountain Area (West Canyon and Timpanogos Highway vicinity),,,Perry Commercial,,,PROPOSED,70,Area plan amendment; unit redistribution across development area,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,,,,
pmn_1071783_item5,Lehi,Planning Commission,2026-04-26,Symphony Development preliminary subdivision approval for Heritage Meadows 14-lot residential plat at 1250 West 800 North,nan,0.9,NEW_SUBDIVISION,"Preliminary subdivision approval request for Heritage Meadows, an update to an existing residential development now consisting of 14 lots.",1250 West 800 North,,14,Symphony Development,,,PROPOSED,50,Residential plat update; 14 lots,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,,,,
pmn_1071783_item6,Lehi,Planning Commission,2026-04-26,Holden Rockwell conditional use approval for Skull Valley Plat B Flag Lot at 208 East 200 South,nan,0.9,DEVELOPER_ACTIVITY,"Conditional use request for Skull Valley Plat B Flag Lot, a non-standard lot configuration requiring special approval.",208 East 200 South,,,Holden Rockwell,,,PROPOSED,25,Flag lot configuration; conditional use required,https://www.utah.gov/pmn/sitemap/notice/1071783.html,,pmn,2026-06-29T12:38:02.015655Z,40.3854251,-111.8455975,nominatim,0.75
pmn_1078335_item0,Lehi,Planning Commission,2026-05-07,Discussion of creating an Environmental Sensitive Area (ESA) chapter in the Development Code,nan,0.9,GENERAL_PLAN_AMENDMENT,Planning Commission discussion regarding the creation of a new Environmental Sensitive Area (ESA) chapter to be added to the city's Development Code. This represents a code amendment to establish standards and regulations for environmentally sensitive lands.,,,,,,,PROPOSED,35,Development code amendment in early discussion phase. Will affect future development approval standards for environmentally sensitive areas throughout Lehi.,https://www.utah.gov/pmn/sitemap/notice/1078335.html,,pmn,2026-06-29T12:38:02.015650Z,,,,
pmn_1078137,Lehi,City Council,2026-05-11,Lehi City Council Work Session Agenda,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1078137.html,"Lehi City Council Meeting
Agenda
May 11, 2026
12:00 PM - Lehi Civic Center, Council Chambers (131 N. 100 E., Lehi, Utah)
I. Lunch, Welcome and Opening Comment
II. Discussion Items
A. Discussion of the Electric Cost of Service and Rate Design Study Lehi Draft Report May 4.pdf
B. Continue with Budget Review Discussions
1. Power Department
2. Fiber Department
3. Development Services (Building Inspections)
4. Economic Development
5. Streets
6. Engineering
7. Water/PI/Sewer/Drainage
8. Fleet
9. Recreation
10. Non-Departmental
C. Discuss any Revisions to the Budget
III. Adjournment",pmn,2026-06-29T12:38:02.015468Z,40.4213651,-111.8480146,haiku_pdf_address,0.55
pmn_1076371_item0,Lehi,City Council,2026-05-12,Adoption of Lehi City FY2027 Budget and Consolidated Fee Schedule,nan,0.9,,Public hearing for adoption of the City's fiscal year 2027 budget and consolidated fee schedule,"Lehi City Council Chambers, 131 N 100 E, Lehi, Utah",,,,,,PROPOSED,0,Municipal budget adoption; procedurally important for understanding development fee structure and infrastructure investment priorities,https://www.utah.gov/pmn/sitemap/notice/1076371.html,,pmn,2026-06-29T12:38:02.015418Z,40.4213651,-111.8480146,nominatim,0.75
pmn_1076379_item0,Lehi,City Council,2026-05-12,City Council public hearing on proposed disposition (sale) of 4-acre real property at 535 South Mill Pond Drive,nan,0.9,DEVELOPER_ACTIVITY,Lehi City Council will hold a public hearing to accept comments concerning the sale of approximately 4 acres of real property located at 535 South Mill Pond Drive. This is a notice of proposed disposition of city-owned land.,"535 South Mill Pond Drive, Lehi, Utah",4,,,,,PROPOSED,45,"Public hearing scheduled for May 12, 2026 at 7:00 p.m. at Lehi City Council Chambers. This is a city-owned property disposition; end user/developer not yet identified. Land sale could enable future development depending on zoning and buyer intent.",https://www.utah.gov/pmn/sitemap/notice/1076379.html,,pmn,2026-06-29T12:38:02.015421Z,,,,
pmn_1080311_item0,Lehi,Planning Commission,2026-05-14,"Symphony Development preliminary subdivision review of Heritage Meadows update, 15-lot residential development at 1250 West 800 North",nan,0.9,NEW_SUBDIVISION,"Symphony Development requesting preliminary subdivision review for an updated Heritage Meadows residential development consisting of 15 lots located at 1250 West 800 North, including density in lieu for connectivity. Item was tabled from April 23, 2026 meeting.","1250 West 800 North, Lehi",,15,Symphony Development,,,CONTINUED,65,Density in lieu provision for connectivity included; previous continuance suggests potential design or infrastructure discussion,https://www.utah.gov/pmn/sitemap/notice/1080311.html,,pmn,2026-06-29T12:38:02.015645Z,40.3973135,-111.8676547,nominatim,0.75
pmn_1080311_item1,Lehi,Planning Commission,2026-05-14,"Michael Southwick preliminary subdivision approval for Southwick Estates Plat A, 2-lot residential development at 477 North 200 West",nan,0.9,NEW_SUBDIVISION,"Michael Southwick requesting preliminary subdivision approval for Southwick Estates Plat A, a 2-lot residential development located at 477 North 200 West.","477 North 200 West, Lehi",,2,Michael Southwick,,,PROPOSED,20,Small residential plat; preliminary approval stage,https://www.utah.gov/pmn/sitemap/notice/1080311.html,,pmn,2026-06-29T12:38:02.015645Z,40.3933186,-111.8528726,nominatim,0.75
pmn_1080311_item2,Lehi,Planning Commission,2026-05-14,"Gardner plat amendment to View 21 East, splitting one lot into two at 3543 West 1940 North",nan,0.9,NEW_SUBDIVISION,Gardner requesting plat amendment to View 21 East Plat Amendment to split one existing lot into two lots located at 3543 West 1940 North.,"3543 West 1940 North, Lehi",,,Gardner,,,PROPOSED,25,Lot split/plat amendment; existing subdivision modification,https://www.utah.gov/pmn/sitemap/notice/1080311.html,,pmn,2026-06-29T12:38:02.015645Z,40.4114095,-111.904482,nominatim,0.75
pmn_1080311_item3,Lehi,Planning Commission,2026-05-14,"Grow Development plat amendment to Gardner Point Phase 1 Parcel H, adding one additional lot at 3625 West 1500 North",nan,0.9,NEW_SUBDIVISION,Grow Development requesting plat amendment to Gardner Point Phase 1 Parcel H Plat Amendment to add an additional lot located at 3625 West 1500 North.,"3625 West 1500 North, Lehi",,,Grow Development,,,PROPOSED,30,Plat amendment adding lot density to existing phase; part of larger Gardner Point development,https://www.utah.gov/pmn/sitemap/notice/1080311.html,,pmn,2026-06-29T12:38:02.015645Z,40.4059935,-111.9034987,nominatim,0.75
pmn_1076755_item0,Lehi,Planning Commission,2026-05-14,Heritage Meadows preliminary subdivision review update - 15-lot residential development with density in lieu for connectivity,nan,0.9,NEW_SUBDIVISION,"Symphony Development requesting preliminary subdivision review of an update to Heritage Meadows, a 15-lot residential development, including density in lieu provisions for connectivity improvements","1250 West 800 North, Lehi",,15,Symphony Development,,,PROPOSED,45,Density in lieu component suggests creative approach to connectivity requirements; preliminary review stage,https://www.utah.gov/pmn/sitemap/notice/1076755.html,,pmn,2026-06-29T12:38:02.015647Z,40.3972962,-111.8737423,nominatim,0.75
pmn_1076755_item1,Lehi,Planning Commission,2026-05-14,Southwick Estates Plat A preliminary subdivision approval - 2-lot residential development,nan,0.9,NEW_SUBDIVISION,"Michael Southwick requesting preliminary subdivision approval for Southwick Estates Plat A, a 2-lot residential development","477 North 200 West, Lehi",,2,Michael Southwick,,,PROPOSED,15,Small-scale residential plat,https://www.utah.gov/pmn/sitemap/notice/1076755.html,,pmn,2026-06-29T12:38:02.015647Z,40.5400908,-112.3044697,nominatim,0.75
pmn_1076755_item2,Lehi,Planning Commission,2026-05-14,View 21 East Plat Amendment - lot split from one to two lots,nan,0.9,NEW_SUBDIVISION,"Gardner requesting plat amendment to View 21 East Plat Amendment, splitting one lot into two lots","1940 North 3600 West, Lehi",,,Gardner,,,PROPOSED,20,Lot split; existing plat amendment modification,https://www.utah.gov/pmn/sitemap/notice/1076755.html,,pmn,2026-06-29T12:38:02.015647Z,40.4189962,-111.906951,nominatim,0.75
pmn_1076755_item3,Lehi,Planning Commission,2026-05-14,Gardner Point Phase 1 Parcel H Plat Amendment - addition of one lot,nan,0.9,NEW_SUBDIVISION,"Grow Development requesting plat amendment to Gardner Point Phase 1 Parcel H Plat Amendment, adding an additional lot to the development","3625 West 1500 North, Lehi",,,Grow Development,,,PROPOSED,25,Plat amendment to existing phase; single lot addition,https://www.utah.gov/pmn/sitemap/notice/1076755.html,,pmn,2026-06-29T12:38:02.015647Z,40.5581749,-112.3120736,nominatim,0.75
pmn_1082307,Lehi,City Council,2026-05-20,Lehi City Notice of Intent to Prepare an Impact Fee Facilities Plan and Analysis,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1082307.html,"LEHI CITY PUBLIC NOTICE

IMPACT FEE FACILITIES PLAN AND ANALYSIS

Notice is hereby given that Lehi City intends to prepare an Impact Fee Facilities Plan and Impact Fee Analysis for the provision of PUBLIC SAFETY in Lehi City.


Dated this 20th day of May, 2026.


CITY OF LEHI, UTAH

	/s/ Teisha Wilson	
City Recorder",pmn,2026-06-29T12:38:02.015415Z,,,,
pmn_1082291_item0,Lehi,City Council,2026-05-26,FrontRunner 2X Presentation and Update,nan,0.9,INFRASTRUCTURE,"Presentation and update on FrontRunner 2X project, likely related to transit infrastructure expansion",,,,,,,PROPOSED,60,FrontRunner is a commuter rail system; 2X likely indicates expansion or doubling of service,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082291_item1,Lehi,City Council,2026-05-26,"Parks, Trails and Trees Committee Discussion on Proposed Code Amendments",nan,0.9,,"Working discussion on proposed code amendments related to parks, trails, and trees standards",,,,,,,PROPOSED,25,Code amendments in discussion phase; may affect development standards for open space,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082291_item2,Lehi,City Council,2026-05-26,Electric Cost of Service and Rate Design Study - Power Department,nan,0.9,INFRASTRUCTURE,Discussion of electric utility cost of service and rate design study,,,,,,,PROPOSED,30,Utility rate study may have implications for development feasibility and costs,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082291_item3,Lehi,City Council,2026-05-26,Life Safety Signage Ordinance Discussion - Fire Department,nan,0.9,,Working discussion on life safety signage ordinance with Fire Department,,,,,,,PROPOSED,15,Code standards discussion; affects building code compliance for developments,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082291_item4,Lehi,City Council,2026-05-26,Neighborhood Exchange Structures Ordinance Discussion - Parks and Facilities Department,nan,0.9,,Working discussion on neighborhood exchange structures ordinance related to development standards,,,,,,,PROPOSED,20,Development standards discussion; Ch12 Development Standards referenced,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082291_item5,Lehi,City Council,2026-05-26,Budget Amendment for Current Fiscal Year (2025-2026) - Budget Adjustment #5,nan,0.9,,Discussion and consideration of budget amendment for fiscal year 2025-2026,,,,,,,PROPOSED,0,Procedural budget matter; may affect capital projects and infrastructure,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082291_item6,Lehi,City Council,2026-05-26,Resolution #2026-36 approving agreement with Wilson and Company for Engineering Services for Pony Express Parkway,nan,0.9,INFRASTRUCTURE,Consideration of resolution approving engineering services agreement with Wilson and Company for Pony Express Parkway project,,,,Wilson and Company,,,PROPOSED,55,Pony Express Parkway is major infrastructure corridor; engineering services agreement indicates project advancement,https://www.utah.gov/pmn/sitemap/notice/1082291.html,,pmn,2026-06-29T12:38:02.015413Z,,,,
pmn_1082295,Lehi,City Council,2026-05-26,Public Hearing Notice for Executive Municipal Officers Compensation Increases,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1082295.html,"PUBLIC NOTICE

LEHI CITY 
PUBLIC HEARING


Notice is hereby given that the Lehi City Council will conduct a public hearing on Tuesday, May 26, 2026, which begins at 7:00 p.m. at the Lehi City Council Chambers located at 131 N 100 E, Lehi, Utah, for the purpose of receiving input regarding the FY2027 Executive Municipal Officers Compensation Increases. Public comment is invited.",pmn,2026-06-29T12:38:02.015410Z,40.4213651,-111.8480146,haiku_pdf_address,0.55
pmn_1083851_item0,Lehi,Planning Commission,2026-05-27,Bishop Development Agreement review to increase subdivision lots to 13 on 7-acre parcel at 2424 West 900 North,nan,0.9,NEW_SUBDIVISION,Public hearing and consideration of Terry Bishop's request to review and approve a development agreement that would increase the number of lots in a subdivision from an unstated number to 13 lots on a 7-acre parcel.,"2424 West 900 North, Lehi, UT",7,13,Terry Bishop,,,PROPOSED,72,This is a development agreement amendment to increase lot count in an existing subdivision. 13 lots on 7 acres is approximately 1.86 units per acre. Applicant is Terry Bishop.,https://www.utah.gov/pmn/sitemap/notice/1083851.html,,pmn,2026-06-29T12:38:02.015642Z,40.3987621,-111.8883871,nominatim,0.75
pmn_1083851_item1,Lehi,Planning Commission,2026-05-27,Lehi City Development Code Chapter 35 amendment - Community Forestry requirements for migratory birds,nan,0.9,,Public hearing and recommendation for amendments to Chapter 35 of the Lehi City Development Code regarding Community Forestry. Amendments add requirements for trees affected by migratory birds and clarify the City's recommended public tree planting list.,,,,,,,PROPOSED,15,Procedural/code amendment item with environmental focus on migratory bird protection and tree planting standards. No specific project or location involved.,https://www.utah.gov/pmn/sitemap/notice/1083851.html,,pmn,2026-06-29T12:38:02.015642Z,,,,
pmn_1083851_item2,Lehi,Planning Commission,2026-05-27,Lehi City Development Code Chapter 26 amendment - Detached Accessory Dwelling Units (DADUs) requirements,nan,0.9,,Public hearing and recommendation for amendments to Chapter 26 of the Lehi City Development Code updating requirements for Detached Accessory Dwelling Units (DADUs) to comply with 2026 State Legislation.,,,,,,,PROPOSED,35,Code amendment to align DADU regulations with new state legislation. This likely increases DADU permissions or reduces restrictions to comply with state requirements for housing flexibility.,https://www.utah.gov/pmn/sitemap/notice/1083851.html,,pmn,2026-06-29T12:38:02.015642Z,,,,
pmn_1080695_item0,Lehi,Planning Commission,2026-05-28,Bishop Development Agreement amendment to increase subdivision lots from current to 13 on 7-acre parcel at 2424 West 900 North,nan,0.9,NEW_SUBDIVISION,Terry Bishop requests review and approval of a Development Agreement amendment to increase the number of lots in a subdivision to 13 units on a 7-acre parcel. This appears to be a modification to an existing development agreement.,"2424 West 900 North, Lehi",7,13,Terry Bishop,,,PROPOSED,72,Development Agreement amendment suggests prior approval exists; modification increases density. Lot count increase signals infill or density optimization.,https://www.utah.gov/pmn/sitemap/notice/1080695.html,,pmn,2026-06-29T12:38:02.015639Z,,,,
pmn_1080695_item1,Lehi,Planning Commission,2026-05-28,Lehi City Development Code Chapter 35 amendment - Urban Forestry requirements for migratory bird impacts and public tree planting list,nan,0.9,GENERAL_PLAN_AMENDMENT,Lehi City proposes amendments to Chapter 35 (Urban Forestry) of the Development Code to add requirements for trees affected by migratory birds and to clarify the City's recommended public tree planting list.,,,,,,,PROPOSED,15,Regulatory/code housekeeping item affecting development standards citywide. May impact site plan requirements and landscaping costs for projects.,https://www.utah.gov/pmn/sitemap/notice/1080695.html,,pmn,2026-06-29T12:38:02.015639Z,,,,
pmn_1080695_item2,Lehi,Planning Commission,2026-05-28,Lehi City Development Code Chapter 26 amendment - Detached Accessory Dwelling Unit (DADU) requirements to comply with 2026 State Legislation,nan,0.9,GENERAL_PLAN_AMENDMENT,Lehi City proposes amendments to Chapter 26 (Accessory Uses) of the Development Code to update Detached Accessory Dwelling Unit (DADU) requirements in response to 2026 State Legislation.,,,,,,,PROPOSED,35,State-mandated code update affecting DADU permitting and standards. This enables additional housing supply within existing developed areas; developers should monitor final rules for residential projects.,https://www.utah.gov/pmn/sitemap/notice/1080695.html,,pmn,2026-06-29T12:38:02.015639Z,,,,
pmn_1087261_item0,Lehi,City Council,2026-06-09,Mixed Use Standards and Transit Oriented Development Zone District Requirements,nan,0.9,GENERAL_PLAN_AMENDMENT,Working discussion item regarding amendments to Community Development Chapter 38 to add Mixed Use (MU) District requirements to the Transit Oriented Development Zone,,,,,,MU District (Transit Oriented Development Zone),PROPOSED,65,"This is a working discussion item, suggesting early-stage policy development for transit-oriented mixed use standards in Lehi",https://www.utah.gov/pmn/sitemap/notice/1087261.html,,pmn,2026-06-29T12:38:02.015407Z,,,,
pmn_1082329,Lehi,City Council,2026-06-09,Lehi City Notice of Public Hearing FY 2026 Budget Amendment,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1082329.html,"LEHI CITY NOTICE OF PUBLIC HEARING

 FY2026 BUDGET AMENDMENT
 

Notice is hereby given that the Lehi City Council will conduct a public hearing on Tuesday, June 9, 2026, which begins at 7:00 p.m., at the Lehi City Council Chambers located at 131 N. 100 E., Lehi, Utah, for the purpose of receiving input regarding an amendment to the Lehi City FY2026 Budget.

Dated this 20th day of May, 2026.",pmn,2026-06-29T12:38:02.015404Z,40.4213651,-111.8480146,haiku_pdf_address,0.55
pmn_1082333,Lehi,City Council,2026-06-09,Lehi City Notice of Public Hearing- Fee Schedule Amendment Power,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1082333.html,"LEHI CITY NOTICE OF PUBLIC HEARING
FEE SCHEDULE AMENDMENT 

Notice is hereby given that the Lehi City Council will conduct a public hearing on Tuesday, June 9, 2026, which begins at 7:00 p.m., in the Council Chambers at 153 N 100 E, Lehi, UT  84043, for the purpose of receiving input from the public regarding and amendment to the Lehi City FY2027 Consolidated Fee Schedule for Power Fees.

Dated this 20th day of May, 2026.",pmn,2026-06-29T12:38:02.015402Z,40.4213651,-111.8480146,haiku_pdf_address,0.70
pmn_1085509,Lehi,City Council,2026-06-09,NOTICE OF PUBLIC HEARING FOR ELECTED OFFICERS COMPENSATION,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1085509.html,"Notice is hereby given that the Lehi City Council will conduct a public hearing on Tuesday, June 9, 2026, which begins at 7:00 p.m., at the Lehi City Council Chambers located at 131 N. 100 E., Lehi, Utah, for the purpose of receiving input regarding the FY 2027 compensation for Elected Officials.",pmn,2026-06-29T12:38:02.015395Z,40.3881114,-111.8486019,haiku_pdf_address,0.55
pmn_1085283,Lehi,City Council,2026-06-09,Notice of Public Hearing for Executive Officers Compensation Increases,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1085283.html,"LEHI CITY PUBLIC NOTICE

PUBLIC HEARING FOR EXECUTIVE OFFICERS 
COMPENSATION INCREASES


Notice is hereby given that the Lehi City Council will conduct a public hearing on Tuesday, June 9, 2026, which begins at 7:00 p.m. at the Lehi City Council Chambers located at 131 N 100 E, Lehi, Utah, for the purpose of receiving input regarding the FY2027 Executive Municipal Officers Compensation Increases. Public comments are invited.


Dated this 1st day of June, 2026.

CITY OF LEHI, UTAH",pmn,2026-06-29T12:38:02.015399Z,40.4213651,-111.8480146,haiku_pdf_address,0.55
pmn_1087839_item0,Lehi,Planning Commission,2026-06-11,Prestwich Zone Change - 2004 North 900 West (1.09 acres),nan,0.9,REZONE,TN Contracting LLC requesting zone change from RA-1 to R-2 on 1.09 acres,"2004 North 900 West, Lehi",1.09,,TN Contracting LLC,RA-1,R-2,PROPOSED,55,Small residential rezone from agricultural to higher-density residential,https://www.utah.gov/pmn/sitemap/notice/1087839.html,,pmn,2026-06-29T12:38:02.015634Z,40.4126393,-111.8636273,nominatim,0.75
