id,jurisdiction,body,meeting_date,title,item_type,confidence,url,agenda_text,source,scraped_at
web_4901456450423917671,Grantsville,,2026-07-21,Agenda,conditional_use,0.25,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2026/2026.07.21%20-%20Agenda.pdf?t=202607101100460,"PUBLIC NOTICE
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Tuesday, July 21, 2026
at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
AGENDA
1. Presentation, Public Hearing, Discussion, and Consideration: Consideration of a proposed Conditional Use
Permit for Lauren Trista Favor to keep up to seven (7) horses and a Kennel Permit to keep up to four (4)
dogs on the residential property located at 947 East Durfee Street, in the",web,2026-07-13T11:00:31.141427+00:00
web_8768775467590156193,Grantsville,,2026-07-21,Agenda,conditional_use,0.25,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2026/2026.07.21%20-%20Agenda.pdf?t=202607101121220,"PUBLIC NOTICE
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Tuesday, July 21, 2026
at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
AGENDA
1. Presentation, Public Hearing, Discussion, and Consideration: Consideration of a proposed Conditional Use
Permit for Lauren Trista Favor to keep up to seven (7) horses and a Kennel Permit to keep up to four (4)
dogs on the residential property located at 947 East Durfee Street, in the",web,2026-08-17T08:41:40.088229+00:00
pmn_1094599,Grantsville,Grantsville City Planning Commission,2026-07-21,"Planning Commission Regular Meeting July 21, 2026",,,https://www.utah.gov/pmn/sitemap/notice/1094599.html,"CERTIFICATE OF POSTING: This agenda was posted on the Grantsville City Hall Notice Boards, the State Public Notice website at
www.utah.gov/pmn/index.html, and the Grantsville City website at www.grantsvilleut.gov. Notification was sent to the Tooele
Transcript Bulletin.
PUBLIC NOTICE
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Tuesday, July 21, 2026 at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
AGENDA
1.Presentation, Public Hearing, Discussion, and Consideration: Consideration of a proposed Conditional Use Permit for Lauren Trista Favor to keep up to seven (7) horses and a Kennel Permit to keep up to four (4) dogs on the residential property located at 947 East Durfee Street, in the R-1-21 Zone.2.Presentation, Public Hearing, Discussion, and Consideration: Consideration of a proposed Conditional Use Permit for Gabriel Laura Castaneda to keep up to one (1) horses on the residential property located at 249 W Cowdery Drive, in the R-1-21 Zone.3.Presentation, Public Hearing, Discussion, and Recommendation: Recommendation of the adoption of the 2026 APWA Utah Manual of Standard Specifications and Standard Plans as the official Grantsville City Construction Standards, together with any City-specific amendments, revisions, or modifications deemed necessary by the City Engineer and the Community Development Director.4.Presentation and Discussion: Discussion of a proposed use for Advanced Technology and Data Infrastructure Center.5.Presentation and Discussion: Discussion of proposed amendments to Chapters 6, 7, and 9 of the Grantsville Land Use Ordinance.6.Approval of the minutes from the July 7, 2026 Planning Commission Regular Meeting.7.Report from City Staff.8.Open Forum for Planning Commissioners.9.Report from City Council.10.Adjourn.
Shelby Moore
Zoning Administrator
Grantsville City Community & Economic Development Join Zoom Meeting Join Zoom Meeting: https://us02web.zoom.us/j/4358",pmn,2026-08-17T08:46:46.401905Z
pmn_1098955,Grantsville,Grantsville City Council,2026-08-03,Notice of Possible Quorum,,,https://www.utah.gov/pmn/sitemap/notice/1098955.html,"PUBLIC NOTICE
Council of Governments / Growth Summit Dinner
Possible Quorum of City Council Present

PUBLIC NOTICE IS HEREBY GIVEN that the August Council of Governments (COG) meeting will be a Growth Summit Dinner on Monday, August 3, 2026 at 6:00 p.m. at the Tooele Technical College located at 88 S. Tooele Blvd., Tooele, UT. 

Members of the City Council are invited to attend this event, and a quorum of the City Council may be present. No formal meeting would be convened, and no city business will be acted upon during the open house.

Alicia Fairbourne
Grantsville City Recorder

Posted on August 2, 2026 in accordance with the Utah 
Open and Public Meetings Act.",pmn,2026-08-17T08:46:46.401643Z
pmn_1097333,Grantsville,Grantsville City Planning Commission,2026-08-04,"Planning Commission Regular Meeting  August 4, 2026",,,https://www.utah.gov/pmn/sitemap/notice/1097333.html,"CERTIFICATE OF POSTING: This agenda was posted on the Grantsville City Hall Notice Boards, the State Public Notice website at
www.utah.gov/pmn/index.html, and the Grantsville City website at www.grantsvilleut.gov. Notification was sent to the Tooele
Transcript Bulletin.
PUBLIC NOTICE
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Tuesday, August 4, 2026 at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
AGENDA
1. Presentation, Public Hearing, Discussion, and Recommendation: Recommendation of a proposed amendment to Chapter 15 of the Grantsville Land Use Ordinance to add the R-1-21 Zone as a zoning designation for Micro-Entrepreneurship.
2. Presentation, Public Hearing, Discussion, and Recommendation: Recommendation of the proposed amendments to Chapters 2, 6, and 7 of the Grantsville Land Use Ordinance.
3. Approval of the minutes from the July 21, 2026 Planning Commission Regular Meeting.
4. Report from City Staff.
5. Open Forum for Planning Commissioners.
6. Report from City Council.
7. Adjourn.
Shelby Moore
Zoning Administrator
Grantsville City Community & Economic Development
Join Zoom Meeting Join Zoom Meeting: https://us02web.zoom.us/j/4358843411
By Phone, Dial: 1-253-215-8782
Meeting ID: 435 884 3411
Scan QR code to join Zoom meeting.",pmn,2026-08-17T08:46:46.401902Z
web_4546158264808197085,Grantsville,,2026-08-05,Agenda,other,0.0,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/08.05.2026%20(TNT)/08.05.2026%20Truth%20in%20Taxation%20Public%20Hearing%20Agenda.pdf?t=202608031647010,"PUBLIC NOTICE:
The Grantsville City Council will hold a Truth in Taxation Public Hearing on Wednesday, August 5, 2026
in person at 429 East Main Street, Grantsville UT 84029 and electronically via Zoom beginning at 7:00 pm.
The agenda is as follows:
ROLL CALL
AGENDA:
1. *Public Hearing Item: Consideration of Resolution 2026-59 approving a property tax increase, and
levying the property tax rate for fiscal year 2027
*The public may make oral comments by participating either in-person at Grantsvil",web,2026-08-17T08:41:25.134261+00:00
pmn_1099147,Grantsville,Grantsville City Council,2026-08-05,Grantsville City Council Truth in Taxation Public Hearing Agenda,,,https://www.utah.gov/pmn/sitemap/notice/1099147.html,"PUBLIC NOTICE:

The Grantsville City Council will hold a Truth in Taxation Public Hearing on Wednesday, August 5, 2026 in person at 429 East Main Street, Grantsville UT 84029 and electronically via Zoom beginning at 7:00 pm. 

The agenda is as follows: 

ROLL CALL 

AGENDA: 

1.	*Public Hearing Item: Consideration of Resolution 2026-59 approving a property tax increase, and levying the property tax rate for fiscal year 2027

                 *The public may make oral comments by participating either in-person at Grantsville City Hall or electronically via Zoom (login instructions can be found below or at www.grantsvilleut.gov)
                    Written comments may be submitted to the City Recorder at afairbourne@grantsvilleut.gov before and during the meeting. Written comments will be included in the public record and
                    will not be read aloud.
                 
                   Oral comments will have a three-minute time limit per interested party.

2.	Adjourn


Alicia Fairbourne
Grantsville City Recorder",pmn,2026-08-17T08:46:46.401640Z
pmn_1096961,Grantsville,Grantsville City Council,2026-08-05,Notice of Proposed Tax Increase and Public Hearing,,,https://www.utah.gov/pmn/sitemap/notice/1096961.html,"NOTICE OF PROPOSED TAX INCREASE
GRANTSVILLE CITY

     Grantsville City is proposing to increase its property tax revenue.

     The Grantsville City tax on a 563,000 residence would increase from $438.77 to $460.76, which is $21.99 per year.

     The Grantsville City tax on a 563,000 business would increase from $797.77 to $837.74, which is $39.97 per year.

     If the proposed budget is approved, Grantsville City would receive an additional $110,832 in property tax revenue per year as a result of the tax increase.

     If the proposed budget is approved, Grantsville City would increase its property tax budgeted revenue by 4.98% above last year's property tax budgeted revenue excluding eligible new growth.

     Grantsville City invites all concerned citizens to a public hearing for the purpose of hearing comments regarding the proposed tax increase and to explain the reasons for the proposed tax increase. You have the option to participate in the public hearing in person or virtually.


PUBLIC HEARING

     Date/Time:     Wednesday, August 5, 2026   7:00 PM MST
     Location:        Grantsville City Hall
                              429 East Main Street
                             Grantsville, UT 84029
     
To obtain more information regarding the tax increase, citizens may contact Grantsville City at 435-884-3411 or visit www.grantsvilleut.gov. Instructions for virtual participation in the public hearing will be available at www.grantsvilleut.gov no later than 24 hours before the public hearing is scheduled to begin.",pmn,2026-08-17T08:46:46.401638Z
web_3975093884678169821,Grantsville,,2026-08-05,Packet,other,0.0,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/08.05.2026%20(TNT)/08.05.2026%20TNT%20Mtg.%20Packet.pdf?t=202608031704400,"August 5, 2026
Truth in Taxation Public
Hearing Information Packet
Agenda Item # 1
Public Hearing Item: Consideration of
Resolution 2026-59 approving a property tax
increase, and levying the property tax rate for
fiscal year 2027
The public may make oral comments by
participating either in-person at Grantsville City
Hall or electronically via Zoom.
Written comments may be submitted to the City
Recorder at afairbourne@grantsvilleut.gov
before and during the meeting. Written
comments will be inclu",web,2026-08-17T08:41:25.655720+00:00
pmn_1100175,Grantsville,Grantsville City Planning Commission,2026-08-18,"Planning Commission Regular Meeting August 18, 2026",,,https://www.utah.gov/pmn/sitemap/notice/1100175.html,"PUBLIC NOTICE 
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Tuesday, August 18, 2026 at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows: 
ROLL CALL 
AGENDA 
1.	Presentation, Public Hearing, Discussion, and Recommendation: Recommendation of proposed amendments to Chapter 9 of the Grantsville Land Use Ordinance.
2.	Presentation and Discussion: Discussion of a proposed new use for an Animal Encounters Facility within the R-1-21 zoning designation.
3.	Presentation, Public Hearing, Discussion, and Consideration: Consideration of an Order to Show Cause regarding the Conditional Use Permit for Green Wheel Tire Recycling, located at 167 Old Lincoln Highway.
4.	Presentation and Discussion: Discussion of a proposed use for Advanced Technology and Data Infrastructure Center.
5.	Approval of the minutes from the August 4, 2026 Planning Commission Regular Meeting.
6.	Report from City Staff.
7.	Open Forum for Planning Commissioners.
8.	Report from City Council.
9.	Adjourn.

Shelby Moore 
Zoning Administrator  
Grantsville City Community & Economic Development


CERTIFICATE OF POSTING: This agenda was posted on the Grantsville City Hall Notice Boards, the State Public Notice website at www.utah.gov/pmn/index.html, and the Grantsville City website at www.grantsvilleut.gov. Notification was sent to the Tooele",pmn,2026-08-17T08:46:46.401898Z
web_4579792390275120123,Grantsville,,2026-08-19,Agenda,other,0.0,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/08.19.2026/08.19.2026%20City%20Council%20Meeting%20Agenda.pdf?t=202608141945410,"PUBLIC NOTICE:
The Grantsville City Council will hold a Regular Meeting and Public Hearing on Wednesday, August 19, 2026
in person at 429 East Main Street, Grantsville UT 84029 and electronically via Zoom beginning at 7:00 pm.
The agenda is as follows:
ROLL CALL
AGENDA:
1. Public Comment
2. Summary Action Items
a. Approval of Minutes from the July 15th, 2026 City Council Regular Meeting
b. Approval of Minutes from the August 5th, 2026 Truth in Taxation Public Hearing
c. Approval of bills
3. Cons",web,2026-08-17T08:41:23.620965+00:00
pmn_1102251,Grantsville,Grantsville City Council,2026-08-19,Grantsville City Council Regular Meeting and Public Hearing,,,https://www.utah.gov/pmn/sitemap/notice/1102251.html,"PUBLIC NOTICE:

The Grantsville City Council will hold a Regular Meeting and Public Hearing on Wednesday, August 19, 2026 in person at 429 East Main Street, Grantsville UT 84029 and electronically via Zoom beginning at 7:00 pm. 

The agenda is as follows: 

ROLL CALL 

AGENDA: 
1.	Public Comment
2.	Summary Action Items
     a.	Approval of Minutes from the July 15th, 2026 City Council Regular Meeting
     b.	Approval of Minutes from the August 5th, 2026 Truth in Taxation Public Hearing 
     c.	Approval of bills
3.	Consideration of Resolution 2026-65 appointing Shana Nelson to the Historic Preservation Committee
4.	Consideration of Resolution 2026-61 approving a Memorandum of Understanding with Tooele County School District for the School Resource Officer Services for the 2026-2027 school year
5.	Public Hearing Item: Discussion and consideration of Resolution 2026-60 adopting the Final Fiscal Year 2027 Budget for Grantsville City
6.	Consideration of Resolution 2026-64 Accepting the Rocky Mountain Power Blue Sky Funding Award for the City's solar and battery project and authorizing the City Manager and appropriate City Staff to execute the Award Acceptance Agreement and Related Documents
7.	Consideration of Ordinance 2026-27 approving the Alington Planned Unit Development located at approximately 948 East Main Street (SR-138) within the Mixed-Use Zoning District
8.	Consideration of Resolution 2026-62 Approving a Master Development Agreement for the Alington Flex Homes Planned Unit Development located at approximately 948 East Main Street (SR-138)
9.	Consideration of Ordinance 2026-05 approving a rezone from RM-15, A-10, R-1-12, and CS to RM-15 for the Apple Street Townhomes Subdivision, excluding 1.19 Acres for Commercial Use
10.	Consideration of Resolution 2026-58 accepting Federal Transportation Funding awards, authorizing Staff to execute related agreements, and providing for an effective date
11.	Council Reports
12.	Closed Session - (Imminen",pmn,2026-08-17T08:46:46.401631Z
pmn_1101455,Grantsville,Grantsville City Council,2026-08-19,Notice of Public Hearing - Fiscal Year 2027 Final Budget,,,https://www.utah.gov/pmn/sitemap/notice/1101455.html,"GRANTSVILLE CITY
NOTICE OF PUBLIC HEARING
FISCAL YEAR 2027 FINAL BUDGET


PUBLIC NOTICE IS HEREBY GIVEN that the Grantsville City Council will hold a public hearing on Wednesday, August 19, 2026, during its regularly scheduled City Council meeting for the purpose of receiving public comment regarding the adoption of the Final Budget for Fiscal Year 2027.

The public hearing will be held at the Grantsville City Council Chambers, 429 East Main Street, Grantsville, Utah, beginning at 7:00 p.m. and electronically via Zoom. 

Public comments are welcome and may be provided in person during the meeting, or electronically using the following information:

Meeting URL: https://us02web.zoom.us/j/4358843411
Dial-In: 1-253-215-8782
Meeting ID: 435 884 3411

Written comments may also be submitted to the City Recorder, Alicia Fairbourne, at afairbourne@grantsvilleut.gov. All written comments will be distributed to the City Council and entered into the public record. To ensure consideration, written comments must be received no later than 12:00 p.m. (noon) on the day of the meeting.

A copy of the proposed budget is available for public inspection at Grantsville City Hall during regular business hours and on the Grantsville City website.

DATED this 12th day of August, 2026.

Alicia Fairbourne
Grantsville City Recorder",pmn,2026-08-17T08:46:46.401635Z
web_7404989609830332364,Grantsville,,2026-08-19,Packet,other,0.0,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/08.19.2026/08.19.2026%20Packet%20v1.pdf?t=202608141945530,"August 19, 2026
City Council Meeting
Information Packet
Agenda Item # 1
Public Comment
Agenda Item #2
Summary Action Items
a. Approval of Minutes from the
July 15, 2026 City Council Regular
Meeting
b. Approval of Minutes from the August
5, 2026 Truth in Taxation Public
Hearing
c. Approval of bills

Alicia Fairbourne <afairbourne@grantsvilleut.gov>
Public Comment: Opposing Data Center Approvals and Tax Subsidies in Tooele
County / Grantsville Project Area
1 message
Marti Hunt < Wed, Jul 29, 2026 ",web,2026-08-17T08:41:24.952080+00:00
pmn_1067623,Herriman,City Council,2026-03-25,Regular Session,,,https://www.utah.gov/pmn/sitemap/notice/1067623.html,"CITY COUNCIL AGENDA

Wednesday, March 25, 2026

NOTICE IS HEREBY GIVEN that the Herriman City Council shall assemble for a 
meeting in the City Council Chambers, located at
5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH
 

5:30 PM - WORK MEETING: (Fort Herriman Conference Room)


1.	Council Business
  
1.1.	  
Review of this Evening's Agenda
  
1.2.	  
Future Agenda Items
  
1.3.	  
Council discussion of future citizen recognitions


2.	Administrative Reports
  
2.1.	  
Discussion of the department requested fiscal year 2027 and 2028 budgets for Public Safety (Police, Animal Services, Community Services, Emergency Management, and Crossing Guards) - Kyle Maurer, Director of Finance and Administrative Services
  
2.2.	  
City Status Report: February 2026 - Trevor Ram, Assistant to the City Manager


3.	Adjournment



7:00 PM - GENERAL MEETING:


4.	Call to Order
  
4.1.	  
Invocation/Thought/Reading and Pledge of Allegiance
  
4.2.	  
City Council Comments and Recognitions


5.	Public Comment
Audience members may bring any item within the City's purview to the City Council's attention. Comments will be limited to two minutes. State Law prohibits the Council from acting on items that do not appear on the agenda. Public comments for this meeting will also be conducted electronically. Any person interested in addressing the Council may submit a comment by emailing recorder@herriman.gov or by visiting Herriman.gov/agendas-and-minutes, where there is a link to fill out an online public comment form. Your statement will be incorporated into the public record.



6.	City Council Reports
  
6.1.	  
Councilmember Jared Henderson
  
6.2.	  
Councilmember Teddy Hodges
  
6.3.	  
Councilmember Matt Basham
  
6.4.	  
Councilmember Terrah Anderson


7.	Mayor Report


8.	Reports, Presentations and Appointments 
  
8.1.	  
UFA 2025 Annual Report - Division Chief Anthony Widdison


9.	Public Hearing
  
9.1",pmn,2026-08-17T08:46:46.400863Z
pmn_1068943,Herriman,Planning Commission,2026-04-01,Planning Commision Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1068943.html,"PLANNING COMMISSION AGENDA
Wednesday, April 01, 2026

NOTICE IS HEREBY GIVEN that the Herriman Planning Commission shall assemble for a
meeting in the City Council Chambers, located at
5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH 

6:00 PM WORK MEETING (Fort Herriman Conference Room)
1.	Commission Business

1.1.	Review of City Council Decisions - Michael Maloy, Planning Director

1.2.	Review of Agenda Items - Planning Staff

1.3.	Review and Discuss Land Development Codes, Standards, Policies, Best Practices, and Potential Amendments to Ensure Compliance with Utah State and Herriman City Regulations- Michael Maloy, Planning Director

2.	Adjournment
7:00 PM REGULAR PLANNING COMMISSION MEETING (Council Chambers)
3.	Call to Order

3.1.	Invocation, Thought, Reading and/or Pledge of Allegiance

3.2.	Roll Call

3.3.	Conflicts of Interest

3.4.	Approval of Minutes for the March 04, 2026 Planning Commission Meeting

4.	Administrative Items 

Administrative items are reviewed based on standards outlined in the ordinance. Public comment may be taken on relevant and credible evidence regarding the application compliance with the ordinance.

4.1.	Review and consider approval of a Conditional Use Permit for Nickelmania located at approximately 3585 W Maradona Drive in the C-2 Commercial Zone.
Applicant: Guilford Rand, Architectural Coalition, (authorized agent)
Acres: (+/-) 2.37
File No: C2025-138

5.	Legislative Items 

Legislative items are recommendations to the City Council. Broad public input will be taken and considered on each item. All legislative items recommended at this meeting will be scheduled for a decision at the next available City Council meeting. 

5.1.	Consideration of a request to amend the General Plan Future Land Use Map from C2 Commercial to Mixed-Use Zone 'Neighborhood Two' for (+/-)15.47 acres of property at 15101 Mountain View Corridor Highway.
Applicant: Edge Homes
Acres: (+/-)15.47
File No: G2026-031

5.2",pmn,2026-08-17T08:46:46.400556Z
pmn_1070259,Herriman,City Council,2026-04-08,Regular Session,,,https://www.utah.gov/pmn/sitemap/notice/1070259.html,"CITY COUNCIL AGENDA

Wednesday, April 08, 2026

NOTICE IS HEREBY GIVEN that the Herriman City Council shall assemble for a 
meeting in the City Council Chambers, located at
5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH

5:30 PM - WORK MEETING: (Fort Herriman Conference Room)
1.	Council Business
1.1.	Review of this Evening's Agenda
1.2.	Future Agenda Items
1.3.	Council discussion of future citizen recognitions

2.	Closed Session
The Herriman City Council may temporarily recess the City Council work meeting to convene in a closed session to discuss the character, professional competence, or physical or mental health of an individual, pending or reasonable imminent litigation, and the purchase, exchange, or lease of real property, as provided by Utah Code Annotated §52-4-205

3.	Administrative Reports
3.1.	Additional Items for the City's Strategic Plan
3.2.	Discussion of the proposed Capital Improvement Plan (CIP) for fiscal years 2027 to 2036 - Kyle Maurer, Director of Finance and Administrative Services

4.	Adjournment

7:00 PM - GENERAL MEETING:

5.	Call to Order
5.1.	Invocation/Thought/Reading and Pledge of Allegiance
5.2.	City Council Comments and Recognitions

6.	Public Comment
Audience members may bring any item within the City's purview to the City Council's attention. Comments will be limited to two minutes. State Law prohibits the Council from acting on items that do not appear on the agenda. Public comments for this meeting will also be conducted electronically. Any person interested in addressing the Council may submit a comment by emailing recorder@herriman.gov or by visiting Herriman.gov/agendas-and-minutes, where there is a link to fill out an online public comment form. Your statement will be incorporated into the public record.

7.	City Council Reports
7.1.	Councilmember Jared Henderson
7.2.	Councilmember Teddy Hodges
7.3.	Councilmember Matt Basham
7.4.	Councilmember Terrah Anderson

8.	Mayor Report

9.	Consent ",pmn,2026-08-17T08:46:46.400860Z
pmn_1071977,Herriman,Planning Commission,2026-04-15,Regular Session,,,https://www.utah.gov/pmn/sitemap/notice/1071977.html,"PLANNING COMMISSION AGENDA

Wednesday, April 15, 2026

NOTICE IS HEREBY GIVEN that the Herriman Planning Commission shall assemble for a 
meeting in the City Council Chambers, located at
5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH
 

6:00 PM WORK MEETING (Fort Herriman Conference Room)


1.	Commission Business
  
1.1.	  
Review of City Council Decisions - Michael Maloy, Planning Director
  
1.2.	  
Review of Agenda Items - Planning Staff
  
1.3.	  
Presentation on Annual 'Dark Sky Month' Celebrations and Information in Utah, and Review of Herriman City Lighting Regulations - Laurin Hoadley, Planner I
  
1.4.	  
Review and Discuss Land Development Codes, Standards, Policies, Best Practices, and Potential Amendments to Ensure Compliance with Utah State and Herriman City Regulations- Michael Maloy, Planning Director


2.	Adjournment


7:00 PM REGULAR PLANNING COMMISSION MEETING (Council Chambers)
 


3.	Call to Order
  
3.1.	  
Invocation, Thought, Reading and/or Pledge of Allegiance
  
3.2.	  
Roll Call
  
3.3.	  
Conflicts of Interest
  
3.4.	  
Approval of Minutes for the March 18, 2026 Planning Commission Meeting


4.
	Administrative Items 
Administrative items are reviewed based on standards outlined in the ordinance. Public comment may be taken on relevant and credible evidence regarding the application compliance with the ordinance.
  
4.1.	  
Review and consider approval of a Conditional Use Permit for SMPL MFG, LLC, a low-intensity product formulation, packaging, and fulfillment operation conducted entirely within an enclosed building located at 15897 S Axia Drive in the M-1 Manufacturing Zone.
Applicant: Judy Bodell, Axia Partners, LLC (authorized agent)
Acres: (+/-)18.08
File No: C2026-044
  
4.2.	  
Review and consider approval of a Conditional Use Permit for DIME Beauty, a direct-to-consumer company that offers a range of products such as skincare, cosmetics, and fragrances, to manufacture, war",pmn,2026-08-17T08:46:46.400554Z
pmn_1073489,Herriman,City Council,2026-04-22,Cancellation Notice,,,https://www.utah.gov/pmn/sitemap/notice/1073489.html,"City Council Agenda 

Wednesday, April 22, 2026


NOTICE IS HEREBY GIVEN that the 
Herriman City Council Meeting scheduled for Wednesday, April 22, 2026, has been CANCELLED 


Please plan to join us for the next City Council meeting 
scheduled for Wednesday, May 13, 2026",pmn,2026-08-17T08:46:46.400857Z
pmn_1076839,Herriman,Planning Commission,2026-05-06,Planning Commision Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1076839.html,"PLANNING COMMISSION AGENDA
Wednesday, May 06, 2026

NOTICE IS HEREBY GIVEN that the Herriman Planning Commission shall assemble for a
meeting in the City Council Chambers, located at
5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH

6:00 PM WORK MEETING (Fort Herriman Conference Room)
1.	Commission Business

1.1.	Review of City Council Decisions - Michael Maloy, Planning Director

1.2.	Review of Agenda Items - Planning Staff

1.3.	Review and Discuss Land Development Codes, Standards, Policies, Best Practices, and Potential Amendments to Ensure Compliance with State and City Codes - Michael Maloy, Planning Director

2.	Adjournment

7:00 PM REGULAR PLANNING COMMISSION MEETING (Council Chambers)
3.	Call to Order

3.1.	Invocation, Thought, Reading and/or Pledge of Allegiance

3.2.	Roll Call

3.3.	Conflicts of Interest

3.4.	Approval of Minutes for the April 01, 2026 Planning Commission Meeting

4.	Administrative Items 
Administrative items are reviewed based on standards outlined in the ordinance. Public comment may be taken on relevant and credible evidence regarding the application compliance with the ordinance.
4.1.	Review and Consider Approval of a Conditional Use Permit for a 7-11 Convenience Store and Gas Station Located Approximately at 11833 S Teton Falls Lane in the C-2 Commercial Zone.
Applicant: Elliott Smith, TerraForm Companies, LLC (authorized agent)
Acres: (+/-)1.56
File No: C2026-041

4.2.	Review and Consider Approval of a Conditional Use Permit to Relocate Existing Transmission Lines and Four Transmission Utility Poles Located Approximately at the Corner of Redwood Road and Porter Rockwell.
Applicant: Brad Knoles, Rocky Mountain Power (authorized agent)
Acres: (+/-)60
File No: C2026-051

4.3.	Review and Consider Approval of a Conditional Use Permit for a Personal Instruction Service (i.e., a Brazilian Jiu-Jitsu Gym) Located at 14352 S Via Molvero Way, Suite D, in the MU-2 Mixed Use Zone.
Applicant: Bruno Lopes (au",pmn,2026-08-17T08:46:46.400550Z
pmn_1078749,Herriman,City Council,2026-05-13,Regular Session,,,https://www.utah.gov/pmn/sitemap/notice/1078749.html,"CITY COUNCIL AGENDA

Wednesday, May 13, 2026

NOTICE IS HEREBY GIVEN that the Herriman City Council shall assemble for a 
meeting in the City Council Chambers, located at
5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH
 

5:30 PM - WORK MEETING: (Fort Herriman Conference Room)


1.	Council Business
  
1.1.	  
Review of this Evening's Agenda
  
1.2.	  
Future Agenda Items
  
1.3.	  
Council discussion of future citizen recognitions


2.	Administrative Reports
  
2.1.	  
City Status Report: March 2026 - Trevor Ram, Assistant to the City Manager
  
2.2.	  
2026 Drought Monitoring and Conservation Efforts - Justun Edwards, Public Works Director
  
2.3.	  
Quarterly Capital Project Report - Bryce Terry, City Engineer
  
2.4.	  
Discussion of proposed Community Development budgets for fiscal years 2027 and 2028; discussion of proposed personnel and compensation changes


3.	Adjournment



7:00 PM (or as soon as possible thereafter) - GENERAL MEETING:


4.	Call to Order
  
4.1.	  
Invocation/Thought/Reading and Pledge of Allegiance
  

4.2.	  
City Council Comments and Recognitions


5.	Public Comment
Audience members may bring any item within the City's purview to the City Council's attention. Comments will be limited to two minutes. State Law prohibits the Council from acting on items that do not appear on the agenda. Public comments for this meeting will also be conducted electronically. Any person interested in addressing the Council may submit a comment by emailing recorder@herriman.gov or by visiting Herriman.gov/agendas-and-minutes, where there is a link to fill out an online public comment form. Your statement will be incorporated into the public record.


6.	City Council Reports
  
6.1.	  
Councilmember Jared Henderson
  
6.2.	  
Councilmember Teddy Hodges
  
6.3.	  
Councilmember Matt Basham
  
6.4.	  
Councilmember Terrah Anderson


7.	Mayor Report


8.	Consent Agenda
  
8.1.	  
Appr",pmn,2026-08-17T08:46:46.400854Z
